"age","balance","duration","marital_married","marital_single","education_secondary","education_tertiary","education_unknown","housing","loan","poutcome_other","poutcome_success","poutcome_unknown","y"
28,191,238,0,1,0,1,0,1,0,0,0,1,0
23,-306,217,0,1,1,0,0,1,0,0,0,1,0
29,32,563,0,1,1,0,0,1,0,0,0,1,1
29,-8,433,1,0,1,0,0,1,1,0,0,1,0
37,117,52,1,0,1,0,0,1,0,0,0,1,0
60,387,235,0,0,1,0,0,1,0,0,0,1,0
51,-553,149,1,0,0,0,0,1,0,0,0,1,0
29,1634,402,1,0,1,0,0,1,0,0,0,1,0
26,-45,357,0,0,1,0,0,1,0,0,0,1,0
30,13052,140,0,1,0,0,0,0,0,0,0,1,0
49,5380,98,1,0,0,0,0,1,0,0,0,1,0
31,-341,171,0,1,1,0,0,0,0,0,0,1,0
30,88,219,1,0,0,1,0,0,0,0,0,1,0
30,543,1449,1,0,0,1,0,1,1,0,0,1,1
32,253,257,1,0,1,0,0,1,0,0,0,1,0
36,403,920,1,0,0,0,0,1,0,0,0,1,1
47,1143,79,1,0,1,0,0,1,0,0,0,1,0
27,0,103,0,1,0,1,0,1,0,0,0,1,0
26,178,833,1,0,0,0,0,1,0,0,0,1,0
40,0,97,0,0,1,0,0,1,0,0,0,1,0
43,433,45,0,1,0,0,0,0,0,0,0,1,0
28,0,205,0,1,0,1,0,1,0,0,0,1,0
27,-247,344,1,0,1,0,0,1,1,0,0,1,0
57,-226,272,1,0,0,0,0,1,0,0,0,1,0
32,273,204,0,0,1,0,0,1,0,0,0,1,0
27,881,156,0,1,0,0,0,1,0,0,0,1,0
38,43,213,1,0,1,0,0,1,0,0,0,1,0
36,606,159,1,0,0,1,0,1,0,0,0,1,0
45,0,153,1,0,1,0,0,0,0,0,0,1,0
30,635,29,0,1,0,1,0,1,0,0,0,1,0
48,2330,15,0,1,0,1,0,1,0,0,0,1,0
39,295,38,1,0,0,0,0,1,0,0,0,1,0
24,-141,654,0,1,1,0,0,1,0,0,0,1,0
29,-1083,139,1,0,0,1,0,1,0,0,0,1,0
35,300,81,1,0,0,0,0,1,0,0,0,1,0
30,17036,597,0,1,0,1,0,1,0,0,0,1,0
28,1010,174,0,1,0,1,0,1,0,0,0,1,0
50,1616,142,1,0,1,0,0,1,1,0,0,1,0
41,4594,393,0,1,0,1,0,1,0,0,0,1,0
58,5278,763,1,0,0,0,0,1,0,0,0,1,0
31,355,61,1,0,0,0,0,1,1,0,0,1,0
33,1808,99,1,0,0,1,0,1,0,0,0,1,0
35,2514,85,0,1,1,0,0,1,0,0,0,1,0
29,220,187,1,0,0,0,0,1,0,0,0,1,0
29,25,188,1,0,0,0,0,1,0,0,0,1,0
29,-303,298,1,0,0,0,0,1,1,0,0,1,0
29,0,113,1,0,0,1,0,1,0,0,0,1,0
28,1232,201,0,1,1,0,0,1,0,0,0,1,0
26,128,264,0,1,1,0,0,1,1,0,0,1,0
26,-82,23,1,0,1,0,0,1,0,0,0,1,0
24,681,180,0,1,1,0,0,1,0,0,0,1,0
26,-147,95,0,1,1,0,0,0,0,0,0,1,0
47,554,69,1,0,0,0,0,1,0,0,0,1,0
49,362,84,1,0,1,0,0,1,0,0,0,1,0
52,510,324,0,1,1,0,0,1,0,0,0,1,0
44,406,222,1,0,1,0,0,1,0,0,0,1,0
39,518,608,1,0,1,0,0,1,0,0,0,1,0
41,241,144,1,0,1,0,0,1,1,0,0,1,0
28,-227,298,0,1,0,1,0,1,0,0,0,1,0
53,579,1224,1,0,1,0,0,0,0,0,0,1,0
54,138,173,0,0,0,0,0,1,0,0,0,1,0
29,130,134,0,1,1,0,0,0,0,0,0,1,0
49,391,245,1,0,0,0,0,1,0,0,0,1,0
29,201,121,0,0,1,0,0,1,0,0,0,1,0
27,373,49,1,0,1,0,0,1,0,0,0,1,0
27,419,1181,1,0,1,0,0,1,0,0,0,1,1
28,655,606,1,0,1,0,0,1,0,0,0,1,0
44,-165,184,1,0,1,0,0,1,1,0,0,1,0
29,447,106,0,1,1,0,0,1,1,0,0,1,0
29,-489,249,0,0,1,0,0,1,0,0,0,1,0
35,437,908,0,0,1,0,0,1,0,0,0,1,1
46,296,92,1,0,0,0,0,1,0,0,0,1,0
25,-507,404,1,0,1,0,0,1,1,0,0,1,0
37,1354,207,0,1,1,0,0,1,0,0,0,1,0
29,950,135,0,1,0,0,0,1,0,0,0,1,0
51,568,37,1,0,1,0,0,1,0,0,0,1,0
35,160,141,0,0,0,1,0,1,0,0,0,1,0
50,306,117,1,0,1,0,0,1,0,0,0,1,0
28,1103,14,0,1,1,0,0,1,0,0,0,1,0
37,6,174,1,0,1,0,0,1,0,0,0,1,0
35,162,60,1,0,0,0,0,1,0,0,0,1,0
57,2892,235,1,0,0,0,0,1,0,0,0,1,0
28,-380,285,0,1,0,1,0,1,0,0,0,1,0
32,880,112,0,0,1,0,0,1,1,0,0,1,0
30,4787,99,0,1,1,0,0,1,0,0,0,1,0
52,4096,208,1,0,1,0,0,1,0,0,0,1,0
33,248,132,1,0,1,0,0,1,0,0,0,1,0
33,312,151,1,0,1,0,0,1,0,0,0,1,0
47,273,163,1,0,1,0,0,1,0,0,0,1,0
37,311,135,1,0,1,0,0,1,0,0,0,1,0
42,-172,179,0,0,1,0,0,1,1,0,0,1,0
26,3342,329,0,1,0,0,0,1,0,0,0,1,0
40,113,126,1,0,1,0,0,1,0,0,0,1,0
30,-97,126,0,1,1,0,0,1,0,0,0,1,0
31,454,119,1,0,1,0,0,1,0,0,0,1,0
26,1118,209,0,1,0,1,0,1,0,0,0,1,0
50,3423,192,0,0,1,0,0,1,1,0,0,1,0
28,710,341,0,1,1,0,0,1,1,0,0,1,0
51,226,17,1,0,0,0,1,1,0,0,0,1,0
49,203,167,1,0,1,0,0,0,0,0,0,1,0
42,717,152,1,0,1,0,0,1,0,0,0,1,0
36,138,84,1,0,1,0,0,1,0,0,0,1,0
39,217,341,1,0,1,0,0,1,0,0,0,1,0
33,934,244,1,0,0,0,0,1,0,0,0,1,0
40,2671,423,1,0,1,0,0,1,1,0,0,1,0
23,500,111,0,1,1,0,0,1,0,0,0,1,0
50,42,170,1,0,0,0,0,1,0,0,0,1,0
29,200,87,0,1,1,0,0,1,0,0,0,1,0
43,1450,227,1,0,1,0,0,1,0,0,0,1,0
36,1014,34,1,0,0,1,0,1,0,0,0,1,0
29,735,130,0,1,1,0,0,1,0,0,0,1,0
29,356,169,1,0,0,0,1,1,0,0,0,1,0
54,2957,392,1,0,1,0,0,1,0,0,0,1,0
42,250,46,1,0,0,0,0,1,0,0,0,1,0
49,266,39,1,0,0,0,0,1,0,0,0,1,0
39,1577,282,1,0,1,0,0,1,0,0,0,1,0
39,0,112,1,0,0,0,0,1,0,0,0,1,0
33,36,36,1,0,1,0,0,1,0,0,0,1,0
29,68,69,1,0,0,1,0,1,0,0,0,1,0
27,0,299,0,1,0,0,0,1,0,0,0,1,0
52,1049,80,0,0,1,0,0,0,1,0,0,1,0
34,553,729,1,0,0,0,1,1,0,0,0,1,0
44,0,389,0,0,1,0,0,1,0,0,0,1,0
39,1790,229,0,1,0,0,0,1,0,0,0,1,0
39,104,624,1,0,0,0,0,1,0,0,0,1,0
26,127,165,1,0,1,0,0,1,1,0,0,1,0
27,1913,216,0,1,1,0,0,1,0,0,0,1,0
24,933,122,0,1,0,1,0,1,0,0,0,1,0
27,201,172,0,1,1,0,0,1,0,0,0,1,0
41,759,79,1,0,0,0,0,1,0,0,0,1,0
36,244,702,0,1,1,0,0,1,0,0,0,1,0
59,87,65,1,0,1,0,0,0,0,0,0,1,0
29,-167,361,0,1,1,0,0,1,0,0,0,1,0
38,625,140,1,0,1,0,0,1,0,0,0,1,0
36,-159,382,0,0,1,0,0,1,0,0,0,1,0
43,350,128,0,0,0,1,0,1,0,0,0,1,0
32,255,175,0,1,1,0,0,0,0,0,0,1,0
26,-74,147,0,1,1,0,0,1,0,0,0,1,0
32,944,292,1,0,0,1,0,1,1,0,0,1,0
30,705,235,0,1,1,0,0,1,0,0,0,1,0
25,720,156,0,0,1,0,0,1,0,0,0,1,0
29,941,570,1,0,0,1,0,1,0,0,0,1,0
29,0,399,1,0,0,1,0,1,1,0,0,1,0
52,531,222,1,0,1,0,0,0,0,0,0,1,0
44,7454,243,1,0,0,1,0,0,0,0,0,1,0
56,62,243,1,0,1,0,0,0,1,0,0,1,0
55,0,38,1,0,0,1,0,0,0,0,0,1,0
35,182,379,1,0,0,1,0,0,1,0,0,1,0
59,0,307,1,0,0,0,0,0,0,0,0,1,0
41,5,178,1,0,0,1,0,0,0,0,0,1,0
36,135,308,0,1,1,0,0,0,0,0,0,1,0
56,0,27,0,0,0,0,0,0,0,0,0,1,0
43,356,80,1,0,0,1,0,0,0,0,0,1,0
56,314,75,1,0,0,0,0,1,1,0,0,1,0
48,395,168,1,0,1,0,0,0,0,0,0,1,0
53,1630,160,1,0,1,0,0,0,0,0,0,1,0
39,-491,179,0,1,0,0,0,0,1,0,0,1,0
50,705,504,1,0,0,0,0,0,0,0,0,1,1
35,344,25,1,0,1,0,0,0,0,0,0,1,0
46,198,49,1,0,1,0,0,0,1,0,0,1,0
39,9121,147,1,0,1,0,0,0,0,0,0,1,0
40,11,83,1,0,0,0,0,1,1,0,0,1,0
49,1944,773,1,0,0,0,1,0,0,0,0,1,0
39,835,135,1,0,1,0,0,1,0,0,0,1,0
56,882,169,1,0,0,0,0,0,0,0,0,1,0
43,-250,104,1,0,0,1,0,0,0,0,0,1,0
33,1240,400,1,0,1,0,0,1,0,0,0,1,0
53,1903,827,1,0,0,0,0,0,0,0,0,1,0
51,119,112,0,0,0,1,0,0,0,0,0,1,0
47,0,124,0,0,0,1,0,0,0,0,0,1,0
38,0,56,0,0,1,0,0,0,0,0,0,1,0
60,0,124,1,0,1,0,0,0,1,0,0,1,0
38,1365,224,1,0,0,0,0,1,0,0,0,1,0
38,-3,172,1,0,1,0,0,0,1,0,0,1,0
38,1574,636,1,0,1,0,0,0,0,0,0,1,0
54,153,40,1,0,1,0,0,1,0,0,0,1,0
59,848,63,0,1,1,0,0,0,0,0,0,1,0
59,56,396,1,0,1,0,0,0,0,0,0,1,0
37,325,487,0,0,1,0,0,1,1,0,0,1,0
40,-222,221,0,1,0,1,0,1,0,0,0,1,0
41,261,222,1,0,1,0,0,0,1,0,0,1,0
51,0,78,1,0,1,0,0,0,0,0,0,1,0
46,488,92,1,0,1,0,0,0,0,0,0,1,0
59,3940,48,1,0,0,0,1,0,0,0,0,1,0
49,9824,69,1,0,0,1,0,0,0,0,0,1,0
48,257,333,1,0,0,0,0,1,0,0,0,1,0
35,-640,78,1,0,0,1,0,1,1,0,0,1,0
36,0,131,1,0,0,0,1,0,0,0,0,1,0
50,883,170,1,0,0,0,0,1,0,0,0,1,0
52,8251,397,1,0,0,0,0,0,0,0,0,1,0
44,1910,41,1,0,1,0,0,1,0,0,0,1,0
51,1649,93,0,0,0,0,1,0,0,0,0,1,0
36,1772,208,1,0,1,0,0,0,0,0,0,1,1
58,590,133,1,0,1,0,0,0,1,0,0,1,0
39,0,133,0,1,1,0,0,0,0,0,0,1,0
42,4209,57,1,0,1,0,0,1,0,0,0,1,0
57,561,21,1,0,0,1,0,0,0,0,0,1,0
46,2800,47,0,1,0,1,0,0,0,0,0,1,0
53,1619,89,1,0,0,1,0,0,0,0,0,1,0
51,2281,163,1,0,0,0,0,1,1,0,0,1,0
43,522,86,1,0,0,0,0,0,0,0,0,1,0
30,2551,142,1,0,1,0,0,1,0,0,0,1,0
25,150,492,0,1,1,0,0,1,0,0,0,1,0
40,440,327,1,0,1,0,0,1,0,0,0,1,0
37,213,323,1,0,0,0,0,0,1,0,0,1,0
53,0,189,1,0,0,1,0,0,1,0,0,1,0
59,0,812,1,0,1,0,0,0,0,0,0,1,1
55,282,99,0,0,1,0,0,1,0,0,0,1,0
37,-97,135,1,0,1,0,0,1,0,0,0,1,0
48,0,428,0,0,1,0,0,0,0,0,0,1,0
44,296,169,1,0,1,0,0,1,1,0,0,1,0
37,151,202,1,0,1,0,0,1,0,0,0,1,0
42,1037,271,0,0,1,0,0,0,0,0,0,1,0
37,2132,232,1,0,1,0,0,0,0,0,0,1,0
37,125,56,0,1,1,0,0,0,0,0,0,1,0
52,1340,175,1,0,0,0,0,0,0,0,0,1,0
57,67,67,1,0,0,0,0,0,0,0,0,1,0
23,2673,81,1,0,1,0,0,1,0,0,0,1,0
44,382,1167,1,0,1,0,0,0,0,0,0,1,0
40,6536,647,1,0,1,0,0,0,0,0,0,1,0
44,533,74,1,0,1,0,0,0,0,0,0,1,0
59,-88,910,0,0,0,0,0,1,0,0,0,1,1
45,0,65,1,0,1,0,0,0,0,0,0,1,0
38,13,21,0,1,0,0,1,0,0,0,0,1,0
48,3458,292,0,1,1,0,0,0,0,0,0,1,0
47,0,1446,1,0,1,0,0,0,0,0,0,1,1
60,8590,85,1,0,1,0,0,0,0,0,0,1,0
47,2946,60,1,0,0,0,0,0,0,0,0,1,0
52,14363,132,1,0,1,0,0,0,0,0,0,1,0
60,443,60,1,0,0,1,0,0,0,0,0,1,0
58,853,1149,1,0,0,1,0,0,0,0,0,1,1
56,41,179,0,0,0,1,0,0,0,0,0,1,0
32,313,67,0,1,1,0,0,1,1,0,0,1,0
26,682,166,1,0,1,0,0,1,1,0,0,1,0
58,219,133,0,0,1,0,0,0,0,0,0,1,0
51,540,124,1,0,1,0,0,1,0,0,0,1,0
57,4046,331,1,0,1,0,0,0,1,0,0,1,0
36,0,174,1,0,1,0,0,0,0,0,0,1,0
41,2790,190,0,1,1,0,0,1,0,0,0,1,0
51,0,409,0,1,0,0,1,0,0,0,0,1,0
55,1218,145,0,0,0,1,0,0,1,0,0,1,0
42,1007,139,1,0,1,0,0,0,0,0,0,1,0
45,419,420,1,0,0,0,1,0,0,0,0,1,0
37,144,247,1,0,0,1,0,1,0,0,0,1,0
57,60,90,1,0,0,0,0,0,0,0,0,1,0
47,421,52,1,0,0,0,0,1,1,0,0,1,0
39,681,170,0,1,1,0,0,1,0,0,0,1,0
37,244,70,0,1,1,0,0,0,0,0,0,1,0
39,3503,89,1,0,0,0,0,0,0,0,0,1,0
50,15442,91,1,0,0,1,0,0,0,0,0,1,0
37,240,1123,0,1,0,1,0,0,0,0,0,1,1
37,0,39,0,1,0,0,0,0,0,0,0,1,0
37,983,225,1,0,0,0,1,0,1,0,0,1,0
46,743,36,0,0,0,1,0,0,0,0,0,1,0
47,89,287,1,0,1,0,0,0,0,0,0,1,0
59,3587,118,1,0,0,0,0,0,1,0,0,1,0
42,1401,627,1,0,0,0,0,1,0,0,0,1,0
60,9397,428,1,0,0,1,0,0,0,0,0,1,0
39,-119,104,1,0,1,0,0,0,1,0,0,1,0
37,1648,166,0,1,0,0,0,1,0,0,0,1,0
60,13360,264,1,0,0,1,0,0,1,0,0,1,0
37,641,42,1,0,1,0,0,1,0,0,0,1,0
45,2424,452,1,0,0,1,0,0,0,0,0,1,0
37,14,22,0,0,1,0,0,0,0,0,0,1,0
55,0,272,1,0,0,0,0,0,0,0,0,1,0
56,982,152,0,0,0,1,0,0,0,0,0,1,0
31,1779,85,1,0,1,0,0,1,0,0,0,1,0
55,0,247,0,1,0,0,0,0,0,0,0,1,0
46,849,508,0,1,1,0,0,1,0,0,0,1,1
56,206,315,1,0,0,0,0,0,0,0,0,1,0
28,25,109,0,1,1,0,0,1,0,0,0,1,0
35,227,414,0,1,0,0,0,0,1,0,0,1,0
44,67,202,1,0,0,0,1,1,0,0,0,1,0
50,420,107,1,0,0,0,0,0,0,0,0,1,0
42,1316,285,0,1,0,0,1,0,0,0,0,1,0
51,1,290,0,0,1,0,0,1,0,0,0,1,0
42,202,257,1,0,1,0,0,0,0,0,0,1,0
42,769,90,1,0,1,0,0,0,0,0,0,1,0
59,495,150,1,0,0,0,0,0,0,0,0,1,0
48,2960,86,1,0,0,1,0,0,0,0,0,1,0
57,3063,21,0,0,0,0,0,0,0,0,0,1,0
56,842,108,1,0,0,0,0,0,1,0,0,1,0
48,316,560,0,1,0,0,0,0,0,0,0,1,0
59,139,153,1,0,0,0,1,0,0,0,0,1,0
36,346,202,1,0,1,0,0,1,0,0,0,1,0
43,318,736,0,1,1,0,0,1,0,0,0,1,1
44,1151,127,1,0,0,1,0,1,0,0,0,1,0
47,0,265,1,0,0,1,0,0,0,0,0,1,0
27,703,590,0,1,0,1,0,1,0,0,0,1,1
60,40,126,1,0,1,0,0,0,0,0,0,1,0
59,1470,74,1,0,0,0,0,0,0,0,0,1,0
42,0,48,1,0,0,0,0,0,1,0,0,1,0
35,1800,53,0,1,0,1,0,1,0,0,0,1,0
45,0,370,1,0,1,0,0,0,1,0,0,1,0
60,4820,419,1,0,1,0,0,0,0,0,0,1,0
38,4207,355,0,0,0,1,0,0,0,0,0,1,0
53,1242,280,0,0,1,0,0,0,0,0,0,1,0
37,0,80,0,1,1,0,0,0,0,0,0,1,0
54,11464,222,1,0,0,1,0,0,0,0,0,1,0
39,0,251,1,0,1,0,0,0,0,0,0,1,0
45,6397,117,1,0,1,0,0,1,0,0,0,1,0
42,2758,237,0,1,1,0,0,1,0,0,0,1,0
50,3304,1009,1,0,0,0,1,0,0,0,0,1,0
47,0,148,1,0,0,0,0,0,0,0,0,1,0
38,61,636,0,0,1,0,0,0,0,0,0,1,1
42,865,81,1,0,1,0,0,0,1,0,0,1,0
46,0,83,1,0,1,0,0,1,0,0,0,1,0
39,3231,164,1,0,1,0,0,1,1,0,0,1,0
56,7747,103,1,0,0,0,0,0,0,0,0,1,0
49,787,280,1,0,1,0,0,1,0,0,0,1,0
39,0,22,0,1,1,0,0,1,0,0,0,1,0
61,0,118,1,0,0,0,1,0,0,0,0,1,0
45,1227,127,1,0,0,0,0,0,0,0,0,1,0
32,226,426,0,1,1,0,0,1,0,0,0,1,0
53,3107,152,0,0,0,0,0,0,0,0,0,1,0
53,104,701,1,0,0,0,0,0,1,0,0,1,1
36,1201,57,0,1,0,0,0,1,0,0,0,1,0
37,168,227,0,0,0,1,0,1,0,0,0,1,0
54,1327,115,0,0,1,0,0,0,0,0,0,1,0
58,4318,307,1,0,0,0,1,0,0,0,0,1,0
46,5164,267,1,0,0,0,0,1,0,0,0,1,0
49,414,155,1,0,0,1,0,1,0,0,0,1,0
41,4320,245,1,0,1,0,0,1,0,0,0,1,0
48,476,489,1,0,1,0,0,0,0,0,0,1,0
47,1996,761,1,0,1,0,0,0,0,0,0,1,1
56,1238,1558,0,0,0,0,0,0,0,0,0,1,1
41,879,1053,1,0,1,0,0,0,0,0,0,1,1
37,196,66,1,0,1,0,0,1,0,0,0,1,0
29,185,471,1,0,1,0,0,1,1,0,0,1,0
29,425,562,1,0,1,0,0,1,0,0,0,1,1
48,0,107,1,0,0,0,0,1,0,0,0,1,0
30,734,113,0,1,0,1,0,1,0,0,0,1,0
37,255,447,0,1,1,0,0,0,0,0,0,1,0
38,4458,215,1,0,1,0,0,1,0,0,0,1,0
60,71,185,1,0,1,0,0,0,0,0,0,1,0
37,351,169,1,0,1,0,0,1,0,0,0,1,0
39,0,620,1,0,1,0,0,1,0,0,0,1,0
55,7025,139,0,1,0,1,0,0,0,0,0,1,0
40,743,18,1,0,0,0,0,0,0,0,0,1,0
51,0,23,1,0,0,0,0,0,0,0,0,1,0
33,-18,27,0,0,1,0,0,1,0,0,0,1,0
55,660,348,1,0,1,0,0,0,0,0,0,1,0
26,-293,64,1,0,1,0,0,1,1,0,0,1,0
38,10855,57,1,0,0,0,1,0,0,0,0,1,0
38,0,71,1,0,1,0,0,0,0,0,0,1,0
36,130,96,1,0,0,0,0,1,0,0,0,1,0
43,848,168,0,1,1,0,0,0,0,0,0,1,0
36,1070,346,0,1,0,0,1,0,0,0,0,1,0
48,460,99,1,0,0,0,1,0,0,0,0,1,0
38,1222,237,0,1,0,1,0,1,0,0,0,1,0
44,-389,52,0,0,1,0,0,1,1,0,0,1,0
37,0,309,0,1,0,0,0,1,0,0,0,1,0
58,0,267,1,0,1,0,0,0,0,0,0,1,0
38,2600,27,1,0,1,0,0,0,0,0,0,1,0
37,1795,511,1,0,0,0,1,1,0,0,0,1,0
45,143,201,0,1,1,0,0,0,0,0,0,1,0
46,792,170,1,0,1,0,0,0,0,0,0,1,0
29,549,61,1,0,0,0,0,1,0,0,0,1,0
39,15,256,1,0,1,0,0,0,0,0,0,1,0
41,21515,87,1,0,1,0,0,1,0,0,0,1,0
44,588,245,1,0,0,1,0,1,0,0,0,1,0
48,220,1005,0,1,1,0,0,0,0,0,0,1,0
39,914,20,0,1,1,0,0,0,0,0,0,1,0
48,1099,340,1,0,1,0,0,0,1,0,0,1,0
36,1815,387,0,1,0,0,1,0,0,0,0,1,0
44,1210,690,1,0,1,0,0,0,0,0,0,1,0
37,637,1084,1,0,1,0,0,0,0,0,0,1,0
56,855,140,1,0,0,0,0,0,0,0,0,1,0
39,117,190,0,1,1,0,0,1,0,0,0,1,0
50,1044,400,0,0,0,1,0,0,0,0,0,1,0
41,1459,82,1,0,1,0,0,0,0,0,0,1,0
48,275,34,0,0,0,1,0,0,1,0,0,1,0
59,500,94,1,0,0,0,0,0,0,0,0,1,0
50,1659,221,0,1,0,0,0,0,0,0,0,1,0
36,4579,563,1,0,1,0,0,1,0,0,0,1,0
40,1038,741,0,1,1,0,0,0,0,0,0,1,0
55,533,40,0,1,1,0,0,0,0,0,0,1,0
52,0,85,1,0,0,0,0,0,0,0,0,1,0
40,269,128,0,1,1,0,0,0,0,0,0,1,0
50,34,163,1,0,1,0,0,1,0,0,0,1,0
59,3694,21,1,0,0,0,0,1,0,0,0,1,0
52,1111,17,1,0,0,1,0,0,0,0,0,1,0
40,1779,59,1,0,1,0,0,1,0,0,0,1,0
55,2996,49,1,0,0,1,0,0,0,0,0,1,0
53,1554,138,1,0,1,0,0,0,0,0,0,1,0
40,1750,197,1,0,0,1,0,0,0,0,0,1,0
35,188,1865,1,0,1,0,0,1,1,0,0,1,1
24,541,622,1,0,1,0,0,1,0,0,0,1,0
53,652,91,1,0,0,1,0,0,0,0,0,1,0
52,91,175,1,0,1,0,0,1,0,0,0,1,0
38,3239,817,0,1,1,0,0,0,0,0,0,1,1
44,358,179,1,0,1,0,0,0,0,0,0,1,0
39,-294,181,0,0,0,0,0,1,0,0,0,1,0
45,229,181,0,0,1,0,0,0,0,0,0,1,0
32,95,77,1,0,1,0,0,1,0,0,0,1,0
48,1733,318,1,0,0,1,0,0,0,0,0,1,0
37,808,228,1,0,0,0,0,0,0,0,0,1,0
59,2269,158,1,0,0,0,0,0,1,0,0,1,0
35,214,247,1,0,1,0,0,1,1,0,0,1,0
37,0,1302,1,0,1,0,0,0,1,0,0,1,0
41,13,189,1,0,0,1,0,0,0,0,0,1,0
45,1550,127,1,0,1,0,0,1,0,0,0,1,0
43,130,63,0,0,1,0,0,1,0,0,0,1,0
42,477,517,1,0,0,1,0,1,0,0,0,1,0
59,8562,86,1,0,0,0,0,0,0,0,0,1,0
58,150,420,1,0,1,0,0,1,0,0,0,1,0
41,20,333,1,0,1,0,0,0,0,0,0,1,0
38,-572,26,0,1,0,1,0,1,1,0,0,1,0
38,884,57,1,0,1,0,0,1,0,0,0,1,0
57,3277,127,0,1,1,0,0,0,0,0,0,1,0
40,429,272,1,0,1,0,0,0,0,0,0,1,0
44,97,105,1,0,0,0,0,1,0,0,0,1,0
33,113,101,1,0,0,1,0,1,0,0,0,1,0
36,-11,152,0,0,1,0,0,0,0,0,0,1,0
39,3583,97,0,1,0,0,1,0,0,0,0,1,0
55,457,61,1,0,0,1,0,1,0,0,0,1,0
53,1347,92,1,0,0,0,1,0,0,0,0,1,0
45,146,22,1,0,1,0,0,1,1,0,0,1,0
50,416,494,1,0,1,0,0,1,0,0,0,1,1
39,323,138,0,1,0,0,0,1,0,0,0,1,0
39,12848,337,1,0,0,0,0,1,0,0,0,1,0
49,550,412,1,0,1,0,0,1,0,0,0,1,0
30,-1019,955,1,0,1,0,0,1,0,0,0,1,0
45,844,1018,0,0,0,0,0,0,0,0,0,1,1
38,68,90,0,1,1,0,0,0,0,0,0,1,0
42,698,729,1,0,1,0,0,0,0,0,0,1,0
36,-17,159,0,1,1,0,0,1,0,0,0,1,0
30,311,94,1,0,1,0,0,1,1,0,0,1,0
53,943,314,1,0,0,0,0,1,1,0,0,1,0
36,1357,74,1,0,0,1,0,1,0,0,0,1,0
56,0,153,1,0,0,0,0,0,0,0,0,1,0
44,280,193,1,0,0,0,0,1,0,0,0,1,0
58,1464,53,1,0,1,0,0,1,1,0,0,1,0
39,1820,231,0,1,1,0,0,0,0,0,0,1,0
55,0,353,1,0,0,0,1,0,0,0,0,1,0
39,1537,805,0,1,0,0,0,0,1,0,0,1,0
49,1677,19,1,0,1,0,0,0,0,0,0,1,0
51,223,131,1,0,0,0,0,1,0,0,0,1,0
39,1595,102,1,0,1,0,0,1,0,0,0,1,0
53,12,150,0,0,1,0,0,0,0,0,0,1,0
41,140,65,1,0,0,1,0,1,0,0,0,1,0
35,2452,91,0,1,1,0,0,1,0,0,0,1,0
37,281,869,0,1,0,1,0,1,0,0,0,1,0
35,2074,144,1,0,1,0,0,1,0,0,0,1,0
38,5,115,1,0,1,0,0,0,0,0,0,1,0
41,1304,93,1,0,0,1,0,1,0,0,0,1,0
35,860,884,1,0,1,0,0,1,0,0,0,1,1
26,986,209,1,0,1,0,0,1,0,0,0,1,0
41,0,85,1,0,1,0,0,0,0,0,0,1,0
58,419,295,1,0,0,0,0,0,1,0,0,1,0
58,266,319,1,0,1,0,0,1,0,0,0,1,0
42,1189,323,1,0,0,1,0,0,0,0,0,1,0
40,3924,648,1,0,1,0,0,0,0,0,0,1,0
52,1623,21,0,1,0,1,0,1,0,0,0,1,0
51,518,312,1,0,0,0,1,0,0,0,0,1,0
57,3594,162,1,0,0,0,0,0,0,0,0,1,0
46,2296,67,1,0,0,0,1,0,0,0,0,1,0
29,3313,18,0,1,1,0,0,1,0,0,0,1,0
40,1613,541,1,0,0,0,0,1,0,0,0,1,0
36,-661,221,1,0,0,1,0,1,1,0,0,1,0
55,2171,138,1,0,0,0,0,0,0,0,0,1,0
32,1742,231,0,1,0,1,0,0,0,0,0,1,0
58,549,82,1,0,0,0,0,0,0,0,0,1,0
38,1523,17,0,1,0,1,0,1,0,0,0,1,0
46,1790,214,0,1,1,0,0,1,0,0,0,1,0
44,363,650,1,0,1,0,0,0,1,0,0,1,0
26,512,75,0,1,1,0,0,1,1,0,0,1,0
37,636,338,1,0,0,1,0,0,1,0,0,1,0
57,0,58,1,0,0,0,0,0,0,0,0,1,0
28,731,718,0,1,0,0,1,1,0,0,0,1,0
47,3460,394,1,0,0,0,1,1,0,0,0,1,0
40,4674,160,1,0,0,0,0,0,0,0,0,1,0
35,3279,240,1,0,0,0,0,0,0,0,0,1,0
40,12,54,1,0,0,0,0,1,0,0,0,1,0
39,2805,288,0,1,0,0,0,0,0,0,0,1,0
24,0,25,0,1,0,0,0,0,0,0,0,1,0
34,1848,131,0,1,1,0,0,1,0,0,0,1,0
34,125,18,0,1,0,1,0,1,1,0,0,1,0
38,635,31,1,0,1,0,0,0,0,0,0,1,0
55,394,119,0,0,1,0,0,0,0,0,0,1,0
39,1646,474,0,1,0,1,0,1,0,0,0,1,0
44,249,173,1,0,1,0,0,1,1,0,0,1,0
45,334,87,1,0,0,1,0,0,0,0,0,1,0
47,407,67,1,0,1,0,0,1,0,0,0,1,0
46,2093,128,1,0,0,0,0,0,0,0,0,1,0
53,0,285,1,0,0,0,0,1,0,0,0,1,0
51,1699,153,1,0,1,0,0,0,0,0,0,1,0
59,911,172,0,1,0,1,0,0,1,0,0,1,0
39,3127,451,1,0,0,0,0,1,1,0,0,1,0
